x,y,species cloglog values
82.0,82.0,2.4533801E-4
83.0,83.0,3.5300052E-6
84.0,84.0,3.453884E-6
85.0,85.0,1.3796775E-7
86.0,86.0,3.568031E-6
87.0,87.0,0.044554338
88.0,88.0,5.1226936E-5
89.0,89.0,0.004095676
90.0,90.0,6.4503914E-4
91.0,91.0,3.8094237E-4
92.0,92.0,8.6694E-6
93.0,93.0,6.43915E-6
94.0,94.0,3.5055613E-4
95.0,95.0,9.349549E-6
96.0,96.0,0.19110714
97.0,97.0,1.0425607E-5
98.0,98.0,5.8237836E-4
99.0,99.0,9.370038E-5
100.0,100.0,0.0037603748
101.0,101.0,0.019366102
102.0,102.0,0.0015578889
103.0,103.0,1.0092967E-5
104.0,104.0,1.1196894E-4
105.0,105.0,4.6275077E-9
106.0,106.0,4.036608E-8
107.0,107.0,1.7464571E-9
108.0,108.0,2.5877958E-5
109.0,109.0,6.294538E-7
110.0,110.0,0.006170465
111.0,111.0,0.024243323
112.0,112.0,7.5037277E-4
113.0,113.0,1.9308995E-5
114.0,114.0,1.5736451E-6
115.0,115.0,0.10187283
116.0,116.0,0.02936558
117.0,117.0,2.3022078E-5
118.0,118.0,3.0015223E-4
119.0,119.0,0.0011530351
120.0,120.0,1.4202153E-4
121.0,121.0,6.218889E-6
122.0,122.0,0.010479036
123.0,123.0,1.9031886E-5
124.0,124.0,2.2278723E-8
125.0,125.0,9.575034E-7
126.0,126.0,0.0018490384
127.0,127.0,1.5215799E-5
128.0,128.0,8.051091E-9
129.0,129.0,1.1348744E-7
130.0,130.0,0.02249313
131.0,131.0,1.5538899E-7
132.0,132.0,2.2618746E-5
133.0,133.0,4.712803E-6
134.0,134.0,5.9329144E-5
135.0,135.0,6.9500835E-5
136.0,136.0,7.74162E-6
137.0,137.0,0.00551073
138.0,138.0,0.0069383117
139.0,139.0,0.0010734533
140.0,140.0,7.7899045E-4
141.0,141.0,2.250023E-5
142.0,142.0,2.8580218E-4
143.0,143.0,7.9114374E-4
144.0,144.0,4.999206E-4
145.0,145.0,0.06212663
146.0,146.0,0.03610007
147.0,147.0,0.007508569
148.0,148.0,6.654121E-5
149.0,149.0,0.016219717
150.0,150.0,1.927927E-4
151.0,151.0,5.0017345E-5
152.0,152.0,0.0013702316
153.0,153.0,1.9510238E-5
154.0,154.0,1.7082434E-4
155.0,155.0,4.3651558E-4
156.0,156.0,0.090975896
157.0,157.0,5.253497E-5
158.0,158.0,7.386543E-6
159.0,159.0,0.04447785
160.0,160.0,0.0035563156
161.0,161.0,0.0012421578
162.0,162.0,0.004558056
163.0,163.0,3.2319492E-4
164.0,164.0,2.2646711E-5
165.0,165.0,0.0027026685
166.0,166.0,1.3341993E-4
167.0,167.0,0.007850005
168.0,168.0,0.06304967
169.0,169.0,2.7325184E-5
170.0,170.0,0.04481033
171.0,171.0,4.197539E-5
172.0,172.0,3.163485E-4
173.0,173.0,3.165775E-5
174.0,174.0,7.3869145E-5
175.0,175.0,6.4971014E-6
176.0,176.0,0.22085468
177.0,177.0,0.004823115
178.0,178.0,0.007001715
179.0,179.0,3.7856137E-6
180.0,180.0,0.0016462465
181.0,181.0,6.7221613E-6
182.0,182.0,6.804212E-7
183.0,183.0,2.792912E-6
184.0,184.0,1.7526772E-7
185.0,185.0,4.4769317E-6
186.0,186.0,0.7476616
187.0,187.0,0.0019401761
188.0,188.0,0.05917245
189.0,189.0,2.2922233E-5
190.0,190.0,0.0021779956
191.0,191.0,6.723978E-6
192.0,192.0,3.3051556E-4
193.0,193.0,0.08814177
194.0,194.0,1.7724864E-7
195.0,195.0,1.5965476E-8
196.0,196.0,0.0054237936
197.0,197.0,3.8991907E-6
198.0,198.0,0.08143809
199.0,199.0,7.979297E-5
200.0,200.0,0.090776734
201.0,201.0,0.0030614205
202.0,202.0,1.8312741E-5
203.0,203.0,4.831823E-6
204.0,204.0,4.5726297E-6
205.0,205.0,0.004246725
206.0,206.0,0.005414073
207.0,207.0,0.67269117
208.0,208.0,1.1657821E-8
209.0,209.0,8.350738E-6
210.0,210.0,0.0040754736
211.0,211.0,3.099089E-6
212.0,212.0,5.922904E-6
213.0,213.0,2.484581E-7
214.0,214.0,0.15776138
215.0,215.0,3.1120224E-5
216.0,216.0,5.7989733E-9
217.0,217.0,0.011680874
218.0,218.0,0.0688537
219.0,219.0,9.92478E-10
220.0,220.0,0.004473144
221.0,221.0,0.5640701
222.0,222.0,5.3251756E-7
223.0,223.0,5.4346045E-5
224.0,224.0,2.6484167E-6
225.0,225.0,0.1266286
226.0,226.0,6.445911E-6
227.0,227.0,2.2966353E-7
228.0,228.0,0.0062606395
229.0,229.0,0.33894122
230.0,230.0,3.7074654E-4
231.0,231.0,0.01760104
232.0,232.0,4.3442083E-7
233.0,233.0,0.012207129
234.0,234.0,0.008184151
235.0,235.0,0.0068345107
236.0,236.0,4.890834E-5
237.0,237.0,9.9435265E-6
238.0,238.0,1.4375107E-6
239.0,239.0,0.009507048
240.0,240.0,1.42776535E-5
241.0,241.0,0.0027679282
242.0,242.0,0.046514202
243.0,243.0,6.537074E-8
244.0,244.0,1.1553602E-7
245.0,245.0,2.8004059E-5
246.0,246.0,0.0035357904
247.0,247.0,1.2257566E-4
248.0,248.0,3.0780228E-7
249.0,249.0,0.016133282
250.0,250.0,3.1064124E-6
251.0,251.0,7.6889796E-7
252.0,252.0,0.09042943
253.0,253.0,0.35216713
254.0,254.0,0.029902086
255.0,255.0,0.040397767
256.0,256.0,0.07321173
257.0,257.0,1.6065242E-4
258.0,258.0,2.450446E-5
259.0,259.0,7.3298905E-4
260.0,260.0,6.648252E-7
261.0,261.0,1.5376037E-5
262.0,262.0,0.0018152448
263.0,263.0,0.001124899
264.0,264.0,0.011381142
265.0,265.0,1.0952053E-6
266.0,266.0,3.5000182E-6
267.0,267.0,0.0012634364
268.0,268.0,3.3482974E-7
269.0,269.0,6.979635E-7
270.0,270.0,4.0558712E-7
271.0,271.0,0.016195908
272.0,272.0,2.4809394E-6
273.0,273.0,1.3922108E-9
274.0,274.0,1.0752826E-5
275.0,275.0,0.0055298647
276.0,276.0,1.0104508E-4
277.0,277.0,4.5867564E-5
278.0,278.0,5.7049624E-6
279.0,279.0,1.4350037E-4
280.0,280.0,1.9272407E-4
281.0,281.0,1.7320253E-4
282.0,282.0,0.0059749037
283.0,283.0,0.052728914
284.0,284.0,0.68211687
285.0,285.0,0.13583088
286.0,286.0,6.236109E-7
287.0,287.0,0.26256362
288.0,288.0,1.2937269E-6
289.0,289.0,0.00445057
290.0,290.0,2.5247863E-7
291.0,291.0,0.0023743878
292.0,292.0,6.4231904E-7
293.0,293.0,0.004373691
294.0,294.0,0.29698235
295.0,295.0,6.247513E-4
296.0,296.0,1.2608497E-7
297.0,297.0,0.0010525906
298.0,298.0,0.006994305
299.0,299.0,0.005778293
300.0,300.0,8.948323E-4
301.0,301.0,8.861125E-6
302.0,302.0,0.029887838
303.0,303.0,2.7481053E-4
304.0,304.0,0.026083477
305.0,305.0,0.7769473
306.0,306.0,0.7120442
307.0,307.0,0.0012920605
308.0,308.0,3.8086955E-7
309.0,309.0,1.959273E-6
310.0,310.0,1.4420685E-9
311.0,311.0,5.2427404E-6
312.0,312.0,0.7256302
313.0,313.0,4.3672878E-7
314.0,314.0,0.032339618
315.0,315.0,0.0069054062
316.0,316.0,0.086053096
317.0,317.0,0.34276563
318.0,318.0,1.1401973E-7
319.0,319.0,0.09525679
320.0,320.0,0.10379995
321.0,321.0,5.484015E-8
322.0,322.0,0.0012335656
323.0,323.0,7.624724E-6
324.0,324.0,0.0040668994
325.0,325.0,2.481531E-4
326.0,326.0,8.7186147E-4
327.0,327.0,0.6489618
328.0,328.0,9.808097E-6
329.0,329.0,1.9154506E-4
330.0,330.0,0.26264524
331.0,331.0,2.491183E-4
332.0,332.0,0.0014159904
333.0,333.0,0.042384632
334.0,334.0,0.022326784
335.0,335.0,5.2360254E-5
336.0,336.0,1.1178897E-4
337.0,337.0,3.576103E-5
338.0,338.0,0.012430221
339.0,339.0,0.0033784872
340.0,340.0,0.0039321333
341.0,341.0,0.51123685
342.0,342.0,1.0604023E-6
343.0,343.0,0.0012726479
344.0,344.0,2.8672028E-7
345.0,345.0,0.021713648
346.0,346.0,1.1934535E-5
347.0,347.0,4.8554328E-5
348.0,348.0,3.3285993E-8
349.0,349.0,0.0023151846
350.0,350.0,2.6706453E-5
351.0,351.0,1.7199106E-6
352.0,352.0,2.5246743E-6
353.0,353.0,3.3987052E-7
354.0,354.0,8.027811E-5
355.0,355.0,0.20541273
356.0,356.0,7.4316113E-6
357.0,357.0,1.11271416E-4
358.0,358.0,5.2718937E-5
359.0,359.0,5.893351E-5
360.0,360.0,3.61478E-4
361.0,361.0,2.4738101E-5
362.0,362.0,0.13089491
363.0,363.0,1.8653517E-7
364.0,364.0,0.16435382
365.0,365.0,1.04007646E-4
366.0,366.0,2.032004E-7
367.0,367.0,0.0945932
368.0,368.0,3.160199E-5
369.0,369.0,2.4016878E-4
370.0,370.0,1.3182067E-5
371.0,371.0,1.6299603E-8
372.0,372.0,3.6148823E-8
373.0,373.0,1.8694675E-4
374.0,374.0,1.6837286E-5
375.0,375.0,0.09381809
376.0,376.0,1.2394243E-8
377.0,377.0,4.6776415E-7
378.0,378.0,0.03105922
379.0,379.0,1.767438E-6
380.0,380.0,1.1144571E-6
381.0,381.0,6.814922E-5
382.0,382.0,0.6915661
383.0,383.0,3.8129556E-6
384.0,384.0,7.757367E-7
385.0,385.0,4.0529687E-7
386.0,386.0,2.3966785E-4
387.0,387.0,2.8214603E-5
388.0,388.0,0.0014784078
389.0,389.0,7.051157E-5
390.0,390.0,0.1439217
391.0,391.0,1.778291E-8
392.0,392.0,0.0012343099
393.0,393.0,0.5587156
394.0,394.0,0.02462945
395.0,395.0,0.0053306953
396.0,396.0,3.858078E-4
397.0,397.0,5.787622E-7
398.0,398.0,0.054566387
399.0,399.0,0.011731822
400.0,400.0,2.0884139E-4
401.0,401.0,4.5777706E-6
402.0,402.0,7.3287106E-6
403.0,403.0,3.9233658E-8
404.0,404.0,0.44046107
405.0,405.0,2.777241E-8
406.0,406.0,3.3502167E-6
407.0,407.0,1.2609137E-5
408.0,408.0,0.3098267
409.0,409.0,1.5923026E-6
410.0,410.0,0.012086483
411.0,411.0,4.1696793E-4
412.0,412.0,0.04999103
413.0,413.0,0.0079997135
414.0,414.0,2.1171251E-4
415.0,415.0,0.0027635684
416.0,416.0,3.9959603E-4
417.0,417.0,5.3970216E-5
418.0,418.0,4.9095634E-6
419.0,419.0,0.040118434
420.0,420.0,3.6961837E-6
421.0,421.0,2.394356E-4
422.0,422.0,2.0727075E-8
423.0,423.0,0.002780308
424.0,424.0,0.32804924
425.0,425.0,0.011498109
426.0,426.0,2.3801338E-5
427.0,427.0,8.315396E-5
428.0,428.0,8.267347E-6
429.0,429.0,4.83605E-4
430.0,430.0,4.2285793E-4
431.0,431.0,0.006771812
432.0,432.0,2.197541E-5
433.0,433.0,1.112728E-4
434.0,434.0,0.0027350099
435.0,435.0,2.0247062E-5
436.0,436.0,3.3677818E-4
437.0,437.0,0.8169988
438.0,438.0,5.463478E-4
439.0,439.0,0.5095356
440.0,440.0,3.7257425E-5
441.0,441.0,2.808234E-8
442.0,442.0,3.6461582E-8
443.0,443.0,4.945963E-4
444.0,444.0,0.013644947
445.0,445.0,1.44024215E-8
446.0,446.0,0.1744949
447.0,447.0,0.011428001
448.0,448.0,0.002413625
449.0,449.0,0.014302538
450.0,450.0,3.3831705E-6
451.0,451.0,0.20823923
452.0,452.0,5.96995E-4
453.0,453.0,0.46980667
454.0,454.0,0.21533325
455.0,455.0,1.712865E-7
456.0,456.0,3.4346124E-6
457.0,457.0,1.723489E-4
458.0,458.0,1.4099481E-7
459.0,459.0,1.3760012E-4
460.0,460.0,1.319797E-8
461.0,461.0,5.1819516E-6
462.0,462.0,1.481686E-5
463.0,463.0,0.0786297
464.0,464.0,6.8821105E-6
465.0,465.0,0.006522234
466.0,466.0,4.3439197E-8
467.0,467.0,0.03638765
468.0,468.0,0.013518398
469.0,469.0,1.8757088E-4
470.0,470.0,3.1584764E-9
471.0,471.0,0.06036575
472.0,472.0,0.36934826
473.0,473.0,1.02166974E-4
474.0,474.0,8.602058E-6
475.0,475.0,2.3926884E-6
476.0,476.0,0.041318238
477.0,477.0,2.0129476E-6
478.0,478.0,0.08636805
479.0,479.0,5.113624E-5
480.0,480.0,4.0118716E-6
481.0,481.0,0.0030948683
482.0,482.0,0.14361766
483.0,483.0,0.001688169
484.0,484.0,1.595416E-4
485.0,485.0,3.6694544E-6
486.0,486.0,0.062253892
487.0,487.0,2.1746007E-5
488.0,488.0,4.0102765E-4
489.0,489.0,0.7138521
490.0,490.0,3.3756205E-8
491.0,491.0,6.443607E-4
492.0,492.0,1.6557459E-4
493.0,493.0,0.039384965
494.0,494.0,2.8654295E-5
495.0,495.0,0.002699611
496.0,496.0,9.7638345E-4
497.0,497.0,1.0529261E-6
498.0,498.0,1.7253378E-5
499.0,499.0,6.425011E-4
500.0,500.0,1.235051E-4
501.0,501.0,2.7019577E-4
502.0,502.0,8.750563E-8
503.0,503.0,0.010321499
504.0,504.0,0.002398406
505.0,505.0,0.14367478
506.0,506.0,0.0016329257
507.0,507.0,0.044696633
508.0,508.0,1.3453946E-6
509.0,509.0,2.1547724E-8
510.0,510.0,1.3980744E-7
511.0,511.0,4.4323013E-5
512.0,512.0,0.0010410077
513.0,513.0,1.929343E-5
514.0,514.0,1.2532844E-4
515.0,515.0,0.02623815
516.0,516.0,3.5484807E-6
517.0,517.0,3.2019993E-6
518.0,518.0,0.04638185
519.0,519.0,0.008071957
520.0,520.0,8.565858E-8
521.0,521.0,0.0040704003
522.0,522.0,0.05621075
523.0,523.0,7.703862E-5
524.0,524.0,9.809963E-6
525.0,525.0,0.016704645
526.0,526.0,1.3557392E-4
527.0,527.0,1.6809164E-6
528.0,528.0,0.04244596
529.0,529.0,0.032704476
530.0,530.0,0.1326294
531.0,531.0,5.061105E-8
532.0,532.0,3.4893574E-8
533.0,533.0,7.466712E-9
534.0,534.0,3.4971038E-6
535.0,535.0,0.008270441
536.0,536.0,0.034395378
537.0,537.0,0.045815118
538.0,538.0,8.1276374E-7
539.0,539.0,8.361147E-5
540.0,540.0,1.1205647E-5
541.0,541.0,0.4681492
542.0,542.0,1.0044127E-7
543.0,543.0,2.6534062E-7
544.0,544.0,1.1520457E-8
545.0,545.0,1.2170586E-6
546.0,546.0,0.008670778
547.0,547.0,1.4561084E-8
548.0,548.0,0.053354483
549.0,549.0,9.725356E-7
550.0,550.0,3.4015222E-6
551.0,551.0,0.0025863796
552.0,552.0,0.71933
553.0,553.0,0.10919106
554.0,554.0,8.923424E-6
555.0,555.0,3.477631E-5
556.0,556.0,6.3365206E-7
557.0,557.0,3.8397904E-8
558.0,558.0,1.7931355E-7
559.0,559.0,0.08991535
560.0,560.0,3.9047643E-4
561.0,561.0,0.5070423
562.0,562.0,8.3939995E-5
563.0,563.0,8.419327E-4
564.0,564.0,0.001002769
565.0,565.0,1.6095038E-7
566.0,566.0,0.028167656
567.0,567.0,5.158586E-7
568.0,568.0,6.602777E-4
569.0,569.0,2.8700772E-4
570.0,570.0,0.064354904
571.0,571.0,3.082176E-8
572.0,572.0,0.0026730306
573.0,573.0,4.5146502E-4
574.0,574.0,0.007990298
575.0,575.0,1.6866195E-6
576.0,576.0,1.0763013E-5
577.0,577.0,1.5925705E-5
578.0,578.0,8.378544E-5
579.0,579.0,0.0011791509
580.0,580.0,0.0036028086
581.0,581.0,8.342337E-4
582.0,582.0,0.26332733
583.0,583.0,0.059045512
584.0,584.0,3.2418677E-5
585.0,585.0,1.8182739E-4
586.0,586.0,0.02354302
587.0,587.0,0.3137
588.0,588.0,4.6581587E-5
589.0,589.0,5.851232E-4
590.0,590.0,0.0010470481
591.0,591.0,0.25958455
592.0,592.0,0.05944045
593.0,593.0,1.0122598E-5
594.0,594.0,1.3068352E-6
595.0,595.0,6.886711E-4
596.0,596.0,0.0013140942
597.0,597.0,1.513718E-5
598.0,598.0,8.331674E-5
599.0,599.0,0.12617789
600.0,600.0,5.9559657E-6
601.0,601.0,3.1477356E-4
602.0,602.0,5.7697184E-7
603.0,603.0,6.857403E-8
604.0,604.0,3.0718281E-6
605.0,605.0,0.013889591
606.0,606.0,8.380075E-7
607.0,607.0,8.1987173E-7
608.0,608.0,0.027052106
609.0,609.0,9.603822E-6
610.0,610.0,0.017392864
611.0,611.0,0.12192638
612.0,612.0,4.0686678E-4
613.0,613.0,1.6485484E-6
614.0,614.0,0.0054070074
615.0,615.0,1.0269348E-4
616.0,616.0,0.19828914
617.0,617.0,1.9060279E-8
618.0,618.0,1.6937098E-4
619.0,619.0,8.9280744E-4
620.0,620.0,0.05188691
621.0,621.0,3.0996845E-5
622.0,622.0,2.1742586E-5
623.0,623.0,0.0030331605
624.0,624.0,1.461605E-8
625.0,625.0,2.8766934E-8
626.0,626.0,1.1928624E-7
627.0,627.0,1.9460526E-6
628.0,628.0,8.202451E-4
629.0,629.0,0.21868914
630.0,630.0,0.19421093
631.0,631.0,1.9308896E-4
632.0,632.0,2.7261825E-5
633.0,633.0,8.365171E-6
634.0,634.0,2.606911E-7
635.0,635.0,0.19551301
636.0,636.0,0.006277434
637.0,637.0,5.0970007E-6
638.0,638.0,0.012437008
639.0,639.0,5.808308E-5
640.0,640.0,0.30799904
641.0,641.0,0.27058795
642.0,642.0,0.06701763
643.0,643.0,0.1399429
644.0,644.0,7.755788E-6
645.0,645.0,0.0016166723
646.0,646.0,6.148843E-6
647.0,647.0,9.531896E-4
648.0,648.0,0.003085847
649.0,649.0,1.3570461E-7
650.0,650.0,0.0034875649
651.0,651.0,0.049970128
652.0,652.0,4.2736106E-6
653.0,653.0,0.45290092
654.0,654.0,6.322184E-4
655.0,655.0,1.439163E-7
656.0,656.0,0.01487838
657.0,657.0,0.25375527
658.0,658.0,1.7384496E-6
659.0,659.0,2.5398008E-6
660.0,660.0,0.6183959
661.0,661.0,9.672683E-9
662.0,662.0,0.11800875
663.0,663.0,0.15182798
664.0,664.0,0.0028533624
665.0,665.0,7.826957E-4
666.0,666.0,0.011499439
667.0,667.0,1.8593537E-4
668.0,668.0,0.008349415
669.0,669.0,2.2010821E-5
670.0,670.0,7.873443E-8
671.0,671.0,0.13988109
672.0,672.0,8.974315E-6
673.0,673.0,1.2484613E-8
674.0,674.0,4.733931E-5
675.0,675.0,0.12357383
676.0,676.0,0.06436136
677.0,677.0,1.625127E-7
678.0,678.0,4.5955813E-4
679.0,679.0,1.6190576E-7
680.0,680.0,6.508375E-5
681.0,681.0,0.19313061
682.0,682.0,4.3702679E-4
683.0,683.0,0.0021786005
684.0,684.0,0.025025433
685.0,685.0,3.9443E-7
686.0,686.0,0.003139285
687.0,687.0,6.1935664E-4
688.0,688.0,0.09350512
689.0,689.0,6.0031505E-4
690.0,690.0,0.0029196339
691.0,691.0,1.7960012E-9
692.0,692.0,0.06968767
693.0,693.0,4.3654586E-6
694.0,694.0,0.0011189324
695.0,695.0,1.07431015E-5
696.0,696.0,6.7814166E-4
697.0,697.0,7.718551E-5
698.0,698.0,0.023093805
699.0,699.0,8.109862E-6
700.0,700.0,0.0013538052
701.0,701.0,0.18279752
702.0,702.0,0.0017507896
703.0,703.0,1.3902395E-5
704.0,704.0,7.2509065E-5
705.0,705.0,0.8790981
706.0,706.0,0.016057715
707.0,707.0,6.546323E-4
708.0,708.0,6.098484E-7
709.0,709.0,1.6311902E-5
710.0,710.0,2.5745213E-4
711.0,711.0,4.320643E-4
712.0,712.0,0.0050606197
713.0,713.0,4.747265E-5
714.0,714.0,0.055574022
715.0,715.0,0.24911328
716.0,716.0,3.2010357E-4
717.0,717.0,0.020468917
718.0,718.0,0.32280463
719.0,719.0,3.7336544E-4
720.0,720.0,0.013692696
721.0,721.0,3.4161255E-6
722.0,722.0,0.8155806
723.0,723.0,4.331459E-6
724.0,724.0,0.074823506
725.0,725.0,0.110259496
726.0,726.0,0.09205457
727.0,727.0,0.05951147
728.0,728.0,0.0029957867
729.0,729.0,3.0000254E-7
730.0,730.0,5.607302E-5
731.0,731.0,0.12812576
732.0,732.0,7.984767E-9
733.0,733.0,2.3970226E-4
734.0,734.0,2.3934548E-4
735.0,735.0,2.4360144E-5
736.0,736.0,2.9796139E-9
737.0,737.0,0.03189829
738.0,738.0,4.4870256E-7
739.0,739.0,2.6545777E-6
740.0,740.0,1.2542037E-4
741.0,741.0,2.4176012E-5
742.0,742.0,4.471654E-4
743.0,743.0,0.0037427093
744.0,744.0,0.07871601
745.0,745.0,1.2651713E-5
746.0,746.0,0.0011676311
747.0,747.0,0.001782662
748.0,748.0,2.633764E-4
749.0,749.0,0.0496449
750.0,750.0,0.027525194
751.0,751.0,3.3556207E-4
752.0,752.0,1.1780352E-4
753.0,753.0,0.09864932
754.0,754.0,7.349505E-4
755.0,755.0,0.21210797
756.0,756.0,0.8302594
757.0,757.0,7.6451033E-7
758.0,758.0,0.3834632
759.0,759.0,1.7564214E-6
760.0,760.0,0.011845814
761.0,761.0,6.4362236E-4
762.0,762.0,0.41658747
763.0,763.0,1.0020081E-4
764.0,764.0,6.3038476E-7
765.0,765.0,0.0036694198
766.0,766.0,0.011475197
767.0,767.0,0.004469287
768.0,768.0,1.850075E-8
769.0,769.0,0.03765495
770.0,770.0,5.9974486E-6
771.0,771.0,2.067425E-6
772.0,772.0,0.0026092452
773.0,773.0,9.088496E-6
774.0,774.0,2.6408313E-7
775.0,775.0,7.582513E-7
776.0,776.0,0.018186767
777.0,777.0,0.014712136
778.0,778.0,0.07233411
779.0,779.0,4.9621455E-4
780.0,780.0,1.0231248E-4
781.0,781.0,6.976876E-5
782.0,782.0,0.043701567
783.0,783.0,0.4355609
784.0,784.0,5.4814277E-6
785.0,785.0,0.11021226
786.0,786.0,1.3195646E-4
787.0,787.0,7.646829E-8
788.0,788.0,2.5193573E-5
789.0,789.0,1.2398367E-4
790.0,790.0,3.235481E-8
791.0,791.0,0.10779298
792.0,792.0,0.034616657
793.0,793.0,1.0910075E-5
794.0,794.0,0.0053879097
795.0,795.0,0.029490376
796.0,796.0,5.7906346E-9
797.0,797.0,0.03486429
798.0,798.0,0.0016637819
799.0,799.0,4.93589E-5
800.0,800.0,0.30519742
801.0,801.0,0.11023767
802.0,802.0,0.074573964
803.0,803.0,0.95739853
804.0,804.0,0.0016140548
805.0,805.0,4.5985176E-5
806.0,806.0,9.453049E-4
807.0,807.0,1.5556485E-4
808.0,808.0,0.0066879983
809.0,809.0,6.192461E-10
810.0,810.0,0.33029628
811.0,811.0,0.0021397923
812.0,812.0,1.6171707E-5
813.0,813.0,1.9611639E-7
814.0,814.0,0.107294835
815.0,815.0,0.0068286527
816.0,816.0,0.009091083
817.0,817.0,1.7429116E-4
818.0,818.0,7.359729E-6
819.0,819.0,2.1322847E-5
820.0,820.0,0.0062141875
821.0,821.0,1.8462387E-9
822.0,822.0,2.765042E-6
823.0,823.0,0.015384593
824.0,824.0,3.5348524E-8
825.0,825.0,0.002912071
826.0,826.0,9.581362E-7
827.0,827.0,0.004349874
828.0,828.0,0.012400694
829.0,829.0,2.52006E-6
830.0,830.0,7.6430995E-4
831.0,831.0,8.625148E-4
832.0,832.0,4.9819782E-6
833.0,833.0,0.031389628
834.0,834.0,1.944361E-5
835.0,835.0,3.2188789E-6
836.0,836.0,0.96808356
837.0,837.0,4.6604033E-5
838.0,838.0,0.03226283
839.0,839.0,7.794326E-5
840.0,840.0,1.7426296E-9
841.0,841.0,0.115255475
842.0,842.0,9.31567E-4
843.0,843.0,3.179293E-4
844.0,844.0,0.0010190323
845.0,845.0,2.3515311E-5
846.0,846.0,2.619532E-6
847.0,847.0,3.3143681E-9
848.0,848.0,3.286338E-6
849.0,849.0,0.14800309
850.0,850.0,0.062098302
851.0,851.0,1.713516E-8
852.0,852.0,0.008017521
853.0,853.0,0.0077259047
854.0,854.0,0.0055465177
855.0,855.0,0.0014017604
856.0,856.0,0.89045095
857.0,857.0,0.0067316312
858.0,858.0,3.1512052E-6
859.0,859.0,4.409729E-8
860.0,860.0,0.01526357
861.0,861.0,1.8670438E-5
862.0,862.0,2.1876913E-4
863.0,863.0,0.3099966
864.0,864.0,1.2994902E-4
865.0,865.0,0.022959165
866.0,866.0,3.4449986E-4
867.0,867.0,5.9770024E-5
868.0,868.0,1.1144372E-6
869.0,869.0,3.924537E-4
870.0,870.0,0.0046109497
871.0,871.0,9.698875E-7
872.0,872.0,0.0012574228
873.0,873.0,1.8868301E-4
874.0,874.0,8.6034953E-7
875.0,875.0,0.017900765
876.0,876.0,0.0057906196
877.0,877.0,6.2672916E-6
878.0,878.0,0.084715046
879.0,879.0,0.002432328
880.0,880.0,1.4606657E-4
881.0,881.0,3.4017057E-6
882.0,882.0,9.907412E-7
883.0,883.0,0.040942788
884.0,884.0,0.0013457219
885.0,885.0,1.2664821E-4
886.0,886.0,6.6542113E-4
887.0,887.0,7.583237E-7
888.0,888.0,0.021620382
889.0,889.0,0.07561351
890.0,890.0,0.016905356
891.0,891.0,0.18023036
892.0,892.0,0.12918676
893.0,893.0,0.11284237
894.0,894.0,7.835925E-6
